mu,lambda,sigma,alpha_levy,beta_levy,nse_best
0.9498369671540587,3.379457319962857,0.008638086626614638,1.7127895568654083,-0.36291890574417496,0.44749221636567604
0.947400471396952,3.349589443726151,0.0045328860723043655,1.2236246862387754,-0.28705280995621474,0.44406513408187964
0.9394269325778425,3.373298371218281,0.00011845899495783742,1.1630580672979245,-0.513519600332804,0.42840567355945147
0.9476224499720737,3.107702487294265,0.0028745274895253473,1.451731025466759,-0.5325975936884929,0.4401951018430824
0.9473002307320575,3.1417308736746943,2.956211522275876e-06,1.7355820907875308,-0.45638454020140573,0.4455928070690073
0.9466637691627887,3.2368108079472364,0.003027833220047127,1.2759580036953773,-0.4492182506633656,0.44548321821137526
0.9484263001613396,3.0845539191832723,0.006012215432566326,1.580399046918773,-0.3703864762619361,0.4430968897876362
0.9499961013216467,3.1336412596280887,0.0007908230948525885,1.4915263118341686,-0.48688187621294476,0.44777643085912766
0.9499750565073061,3.159665026317345,0.0017913155904004552,1.770300337390204,-0.6727307645474113,0.44856914836028383
0.9316447379852133,3.3235867881641523,3.6388076712634554e-05,1.1113801378118402,-0.9016549928585733,0.41780458723666125
0.942069943718951,3.113207033126483,0.0003666441195021131,1.2056368377095794,-0.13061456087272416,0.43488519062322883
0.9497305387232058,3.3959888279891475,0.00877069759823811,1.5271650727359987,-0.06791705180669216,0.44778278838327645
0.9470724324764372,3.3248846738027433,0.003889774880681918,1.3833107369482645,-0.25126614304734873,0.44527697523447585
0.9467625133532045,3.214057071623139,0.00042085460969965016,1.2626875016989585,-0.04162886101852259,0.44669975455237165
0.948693126188237,3.2636337728030185,0.015991512543120468,1.6992636162239765,-0.9081363402418189,0.4482789601135946
0.9489363742550743,3.387845726300258,0.004811424633015127,1.5533053470069007,-0.47796793809915794,0.44900941104127223
0.9497055994775684,3.2928613679872534,0.006897606843466731,1.597633261319788,-0.6513495552991923,0.45086246666214014
0.9494777363411637,3.3836836760828533,0.006711505466758827,1.2411163627950315,-0.7413417691194434,0.43989776701772443
0.949093429333809,3.270000576930605,0.0055732970607166865,1.4947714343812066,-0.8610615737043242,0.45062650687033223
0.9477507481199676,3.170009912447675,0.004701570777832365,1.495253711644408,-0.7765939695465651,0.44615902061546675
0.9496973547593612,3.136898463374502,0.0008888871907692386,1.2512320904279186,-0.5412618296864005,0.44776032903352814
0.9467034233322695,3.35023323674662,0.011450000568645237,1.5848375094106149,-0.25686677115458956,0.44479858825713403
0.9445428944396835,3.326231881922597,0.002783266670511564,1.1393261239564239,-0.22618209978525528,0.4357865408134147
0.9498348073470525,3.320651183457935,0.023206280120373415,1.8735319126150238,-0.5248595407868581,0.4511967266251026
0.9496221555618164,3.1990994020374233,0.0019774279417821504,1.8285466072018424,-0.6688842964301533,0.4496116744304889
0.9492762184680411,3.205419026097571,0.010833764977176774,1.5070629335003025,-0.6251946049002749,0.45157080099109326
0.9485828889715212,3.387973830036855,0.005566608834285747,1.5048563405155302,-0.18457655062582534,0.44689015757873496
0.949878414084292,3.33975408146129,0.008894229056037683,1.6181819851763475,-0.7427475174206882,0.45049652915291427
0.9492443680345136,3.2393313925230256,0.01253604524734493,1.6604526761234748,-0.1625824673977263,0.4470141006525541
0.9374522005844574,3.1600785961888205,0.00011882181322940833,1.512818704861717,-0.49691617555941425,0.43051791760101477
0.9496085969894544,3.2316457948855337,0.013071542044409457,1.8277778523216273,-0.49863964901145386,0.4483937817710606
0.9469644265735209,3.2060877322269015,0.0053938900355640085,1.231212694133688,-0.6094124935742034,0.43920380485499766
0.9473048478857111,3.3676408141030385,0.0017965481425636144,1.1850221509208663,-0.34509072023190623,0.4410766112754557
0.948186309782951,3.2916344257223344,0.009029043393261249,1.3964343455348824,-0.13430324938519145,0.44733471470684727
0.9389294005971847,3.2337571012198127,0.0008951590062756476,1.1217273890804766,-0.8616145947527898,0.43530465405474805
0.9489615856558671,3.3509517798363495,0.014680616011831116,1.4236553282308413,-0.06694824141246036,0.4461152095227573
0.947985630086411,3.1923714725506587,0.0065752264279679735,1.5399469577567044,-0.7237078684557398,0.4473363655667987
0.940885915791069,3.1751207664974657,0.0014296845097575785,1.1595048011418982,-0.4628369097364736,0.43759343438499243
0.9486341080757408,3.2589822196711644,0.004720166364036205,1.1248471076097655,-0.4147237436181632,0.4457061780475762
0.9469913794809359,3.2784710501467718,0.004148387724778413,1.2568158120471569,-0.728574779330735,0.4469612792156463
0.9481559090438474,3.3675447524314492,0.009971982479461539,1.2998093661045222,-0.6499550195746647,0.44981838603903435
0.9489132325162879,3.395698035071396,0.017884339784419268,1.4686958007277597,-0.86294608377691,0.45358685437630675
0.9461926360243893,3.280913126240189,0.0018705326561092473,1.6128848875526343,-0.7205968294876682,0.4457960405008625
0.9484841462249058,3.3869771814336427,0.009808911503213103,1.2630955140024378,-0.9143009350549954,0.44889190038387594
0.9482923202323876,3.2670670245556583,0.004837978808745669,1.8200116804525424,-0.3338434617815953,0.4490101257127036
0.9499949461917316,3.1787750883763684,0.0020791969527485634,1.2285791720516972,-0.6886266600317604,0.4467297844839958
0.9450333254693265,3.2760532082026153,0.002920200089156189,1.2368934730497483,-0.7477171247880137,0.4415479104531631
0.9495651414745439,3.2293589488701384,0.012417226421353102,1.803369460783113,-0.3060330815339426,0.4494789821163234
0.9491941686766081,3.136197167749306,0.0051231386055704655,1.3498797354205623,-0.3362220316061826,0.44510127015558254
0.9468182239463849,3.256207443307734,0.010083539665818576,1.5011787736084679,-0.29087550291102915,0.44761714861116
0.9497593721333415,3.276794138804835,0.0006019686812193892,1.400048892245167,-0.21391679657803098,0.45092949089949463
0.9463053008597708,3.3186051089806163,0.003207240207356743,1.254026593553601,-0.36930869564610624,0.44650993954773976
0.9498516311176558,3.372313412120434,0.010767718524321547,1.644485709432546,-0.689179874219464,0.44988172649250646
0.9485241597703388,3.336238261103676,0.0035009395715998037,1.8548910741095013,-0.4580144003426069,0.44883657136023936
0.949948796782141,3.264616287252321,0.00538176007362865,1.6223152401676642,-0.7469115309729516,0.44952686496847516
0.9490896873368266,3.2748720420043274,0.0032357791244901125,1.2587714103286785,-0.12675708075994885,0.4512451261069125
0.9435208410046366,3.2617819810428386,0.007715328573543057,1.2887620738548355,-0.5391592612530425,0.44920463085291196
0.9468163582107868,3.306391866814714,0.00031102637845131786,1.339266710099425,-0.6769793030005737,0.447738522766822
0.9445596497891522,3.2908588439446653,0.000749120364185818,1.1268327108994927,-0.2502737206837491,0.4393388017331016
0.9478762247846227,3.3444234649765328,0.014168056411657672,1.4450538255576084,-0.6425463429927876,0.44404279598834184
0.9479047551247772,3.2631733372228,0.00586740318816329,1.3370677245313811,-0.9379070388760435,0.4493129623026513
0.9489348334298164,3.327402322244809,0.01393885187152515,1.7550402896903865,-0.09395778438991831,0.44527683081284375
0.9486417716085451,3.344669094777927,0.00903814276381264,1.8882923376477294,-0.2195723429622226,0.44863009768098794
0.9489451529668427,3.364585996268178,0.0023661635927458625,1.130933875753009,-0.26936360570843354,0.43558030066645625
