mu,lambda,sigma,nse_best
0.9499212563327482,2.286256985117123,0.003979392167777452,0.2515826603858866
0.9497421701711145,2.511997016292837,0.04068153442605708,0.29482865246478396
0.9482918513971091,2.150712141709245,0.000415347840541358,0.2747339202183684
0.9444927190480532,2.2213968392393246,0.0001752617279410229,0.26859888779380947
0.9499940109931104,2.1390515581356127,0.022269008121264946,0.2724865799654964
0.9498292258907524,2.224569132941595,0.001312126983568629,0.2754620390936916
0.9492545887090873,2.0831197074335863,0.002654715571488298,0.2739185589443146
0.9489250238269982,2.282598629930026,0.0001600349998967188,0.27394058830061463
0.9498803713700472,2.2429174200399515,0.0015244733393925181,0.27705116064394253
0.947993127951917,2.0263081467177937,0.0020632655791927856,0.2685849983207068
0.9499630007202529,2.158894166969528,0.002990531300599442,0.27723953185369954
0.949501894622718,2.145974824996223,0.012336717145850863,0.2811659664214249
0.9467469537468222,2.093074581228013,0.002472643731205759,0.2655510954715895
0.9475344055187175,2.0364564920276575,0.005935680331563909,0.2705089207819177
0.9483495414761427,2.1408047323008206,0.0032426858131623716,0.27291499244760387
0.9487278683902715,2.058767854971534,7.022400833844867e-06,0.272875479822831
0.9496621939226613,2.2864133375076414,0.009169264457453419,0.2794798291216548
0.9495105874629683,2.1191538969594848,0.006164811936915315,0.27294270263555165
0.9490374066988628,2.1165581045122064,0.0016160620187162134,0.27551105987606384
0.948414759885731,2.1567226570355555,0.03018685564803171,0.2793874382532242
0.9467916422361993,2.2725641611513145,0.005698416932702799,0.2697975363317221
0.9494626649959144,2.1660505596104302,0.01740472005982714,0.28242915229024546
0.9494103808488908,2.09537678281574,0.0014972814233032206,0.27318405955731373
0.9486196180489168,2.253866925352371,0.015311634969066857,0.2826100334920568
0.9467308566289873,2.2330847176400566,0.004081248716540253,0.26557654429230404
0.949128200592249,2.1425424537023785,0.0011685012983107868,0.27562579925646213
0.9481653043289001,2.228632307124402,5.4990951437383645e-05,0.27440290442842663
0.9420303667500758,2.1782986193385785,0.005035742430639878,0.26196506447115664
0.9494769042890195,2.086674352707331,0.0060962154166114505,0.2703189585572301
0.9493354976848603,2.2965455595191444,0.014292371428633266,0.2666166749063448
0.9492747617810753,2.2834624609937695,0.02132850671822255,0.2930471608638562
0.9483212862264102,2.2987059508382472,0.00032287222446351075,0.2725609943727606
0.9489930163391231,2.2447385035819036,0.0047104339866255625,0.27315093202646545
0.9498527900652389,2.0571721431504453,0.009552713505597554,0.27439563259955657
0.94865446941901,2.2719803948533714,0.0037312886107938262,0.27392682961079573
0.9483452855878773,2.184804302560711,0.010469223339940626,0.2701991477602954
0.9481925032595162,2.2237614654686784,0.008885417188680633,0.27330056115803936
0.9488035549323788,2.266206083585738,0.02041206659874948,0.3034789151546533
0.9481439065400666,2.187929756615602,0.012908955780745125,0.27995625288819914
0.9480989284227511,2.271264410951469,0.0005422667181734009,0.27254634778270426
0.9493319907614309,2.0393368112204473,0.0024889675528695144,0.2639776684496854
0.9494887820555413,2.129797661016545,0.00377954967722699,0.2786466114382836
0.949832953218194,2.282722082943853,0.0017280899704161358,0.26984969883962506
0.9499268653202704,2.124382287662005,0.0007679870583681137,0.2762217477085168
