date,flow_obs,flow_sim,precipitation_mean,tmin_mean,tmax_mean
1987-07-24,,0.093,0.613,-8.205,15.897
1987-07-25,,0.093,0.01,-6.021,15.149
1987-07-26,,0.093,0.001,-8.892,14.65
1987-07-27,,0.092,0.0,-7.905,14.04
1987-07-28,,0.092,0.0,-8.988,13.303
1987-07-29,,0.091,0.173,-11.815,12.991
1987-07-30,,0.091,0.552,-10.354,13.648
1987-07-31,,0.09,0.0,-9.636,13.818
1987-08-01,,0.085,0.064,-8.455,14.582
1987-08-02,,0.084,0.005,-7.833,14.85
1987-08-03,,0.084,0.0,-7.146,14.822
1987-08-04,,0.083,0.0,-3.668,14.891
1987-08-05,,0.083,0.076,-7.754,13.867
1987-08-06,,0.083,0.427,-8.849,15.143
1987-08-07,,0.083,0.0,-7.754,15.462
1987-08-08,,0.083,0.0,-7.267,15.674
1987-08-09,,0.082,0.003,-7.606,16.064
1987-08-10,,0.082,0.004,-6.796,16.538
1987-08-11,,0.082,0.002,-6.244,15.577
1987-08-12,,0.081,0.037,-6.758,16.046
1987-08-13,,0.08,0.001,-5.923,16.535
1987-08-14,,0.08,0.019,-5.54,16.504
1987-08-15,,0.079,0.001,-6.372,16.358
1987-08-16,,0.078,0.004,-6.355,16.383
1987-08-17,,0.078,0.008,-6.195,15.543
1987-08-18,,0.077,0.346,-5.159,15.401
1987-08-19,,0.077,0.597,-4.27,14.423
1987-08-20,,0.079,0.416,-1.965,13.298
1987-08-21,,0.083,0.067,-3.566,13.846
1987-08-22,,0.086,0.033,-4.849,14.356
1987-08-23,,0.09,0.218,-5.09,14.314
1987-08-24,,0.094,0.104,-4.689,13.19
1987-08-25,,0.1,0.071,-5.847,14.72
1987-08-26,,0.104,0.005,-5.899,15.616
1987-08-27,,0.104,0.001,-4.732,16.075
1987-08-28,,0.102,0.003,-5.089,17.161
1987-08-29,,0.096,0.022,-4.705,16.377
1987-08-30,,0.091,0.036,-5.286,16.172
1987-08-31,,0.087,0.007,-5.132,15.813
1987-09-01,,0.071,0.032,-3.858,16.562
1987-09-02,,0.07,0.008,-3.947,17.751
1987-09-03,,0.068,0.05,-2.309,15.322
1987-09-04,,0.066,0.002,-4.044,16.277
1987-09-05,,0.065,0.0,-5.703,17.508
1987-09-06,,0.065,0.543,-4.115,16.203
1987-09-07,,0.064,0.014,-2.327,16.659
1987-09-08,,0.063,0.49,-2.745,15.896
1987-09-09,,0.063,0.423,-1.537,16.472
1987-09-10,,0.064,0.205,-1.712,16.198
1987-09-11,,0.065,0.119,-0.876,14.92
1987-09-12,,0.067,0.174,1.583,13.788
1987-09-13,,0.069,1.051,0.418,13.343
1987-09-14,,0.07,0.12,-1.193,14.989
1987-09-15,,0.071,0.001,-6.346,16.541
1987-09-16,,0.072,0.009,-3.322,16.276
1987-09-17,,0.072,0.002,-2.434,16.086
1987-09-18,,0.072,0.001,-3.331,16.671
1987-09-19,,0.071,0.004,-0.05,15.436
1987-09-20,,0.07,0.013,-3.709,15.974
1987-09-21,,0.067,0.244,-4.337,16.073
1987-09-22,,0.066,0.086,-1.839,16.542
1987-09-23,,0.064,0.049,-5.659,15.812
1987-09-24,,0.063,0.004,-4.14,15.391
1987-09-25,,0.062,0.007,-2.344,16.534
1987-09-26,,0.061,0.063,-4.153,17.208
1987-09-27,,0.061,0.002,-4.843,17.436
1987-09-28,,0.06,0.421,-2.378,16.73
1987-09-29,,0.06,0.536,-1.568,17.22
1987-09-30,,0.059,0.006,-2.91,17.624
1987-10-01,,0.051,0.0,-3.315,17.444
1987-10-02,,0.051,0.0,-0.132,16.461
1987-10-03,,0.051,0.0,-0.647,17.989
1987-10-04,,0.05,0.0,-3.91,18.39
1987-10-05,,0.05,0.002,-5.302,18.136
1987-10-06,,0.05,0.004,-1.884,17.906
1987-10-07,,0.049,0.003,-1.342,17.508
1987-10-08,,0.048,0.097,-0.201,18.525
1987-10-09,,0.048,0.472,-0.432,16.79
1987-10-10,,0.048,1.369,1.798,16.452
1987-10-11,,0.05,3.669,0.587,17.554
1987-10-12,,0.053,3.928,-0.11,16.702
1987-10-13,,0.056,2.894,2.025,14.513
1987-10-14,,0.06,4.299,1.505,14.07
1987-10-15,,0.066,2.998,0.352,15.873
1987-10-16,,0.07,4.861,1.558,16.236
1987-10-17,,0.072,4.259,2.676,14.02
1987-10-18,,0.077,0.757,2.32,14.52
1987-10-19,,0.086,0.667,1.738,12.495
1987-10-20,,0.093,2.127,0.901,13.618
1987-10-21,,0.105,0.062,-1.201,15.705
1987-10-22,,0.119,0.174,-0.941,14.686
1987-10-23,,0.128,0.139,-2.456,16.389
1987-10-24,,0.128,0.004,-3.705,17.001
1987-10-25,,0.12,0.0,-3.24,17.082
1987-10-26,,0.107,0.257,-3.313,16.576
1987-10-27,,0.093,1.117,-0.145,14.853
1987-10-28,,0.086,0.804,0.516,14.237
1987-10-29,,0.08,0.802,1.039,15.375
1987-10-30,,0.077,0.067,-0.966,17.896
1987-10-31,,0.076,0.003,-2.947,17.354
1987-11-01,,0.066,0.166,-2.304,17.949
1987-11-02,,0.062,0.798,0.052,16.367
1987-11-03,,0.058,1.581,0.229,14.901
1987-11-04,,0.056,4.928,0.809,15.501
1987-11-05,,0.057,1.449,2.426,16.179
1987-11-06,,0.063,2.851,1.824,15.785
1987-11-07,,0.072,3.679,1.34,14.659
1987-11-08,,0.08,1.937,2.175,16.094
1987-11-09,,0.087,4.723,1.092,14.587
1987-11-10,,0.091,4.603,0.675,14.731
1987-11-11,,0.099,3.414,2.004,15.907
1987-11-12,,0.106,2.82,2.249,16.027
1987-11-13,,0.112,6.082,2.086,15.658
1987-11-14,,0.117,2.613,2.028,16.534
1987-11-15,,0.121,0.796,1.565,16.543
1987-11-16,,0.123,2.284,2.054,15.087
1987-11-17,,0.118,0.271,1.351,16.828
1987-11-18,,0.11,0.279,1.579,16.413
1987-11-19,,0.101,0.473,0.27,16.274
1987-11-20,,0.091,0.501,2.615,15.039
1987-11-21,,0.085,2.39,2.793,15.942
1987-11-22,,0.079,2.941,2.354,15.827
1987-11-23,,0.078,3.286,2.149,15.815
1987-11-24,,0.08,7.946,2.19,15.599
1987-11-25,,0.087,14.778,1.603,15.408
1987-11-26,,0.105,5.266,0.25,12.174
1987-11-27,,0.155,5.701,1.587,13.682
1987-11-28,,0.249,6.71,2.174,14.075
1987-11-29,,0.322,5.743,3.017,14.04
1987-11-30,,0.398,1.558,3.842,14.157
1987-12-01,,0.498,1.918,2.535,15.14
1987-12-02,,0.462,1.027,3.471,15.801
1987-12-03,,0.375,0.171,0.338,17.119
1987-12-04,,0.297,1.435,-0.43,17.391
1987-12-05,,0.213,1.929,1.571,15.562
1987-12-06,,0.172,1.994,0.925,15.018
1987-12-07,,0.142,2.117,1.226,15.237
1987-12-08,,0.117,1.372,-0.199,17.076
1987-12-09,,0.106,1.651,1.806,15.687
1987-12-10,,0.099,0.708,3.206,15.848
1987-12-11,,0.095,2.992,2.048,16.302
1987-12-12,,0.089,3.892,-0.194,16.052
1987-12-13,,0.086,13.775,2.602,14.742
1987-12-14,,0.09,9.86,1.864,14.084
1987-12-15,,0.122,6.492,2.872,14.155
1987-12-16,,0.204,3.969,3.091,15.767
1987-12-17,,0.32,1.105,0.388,17.299
1987-12-18,,0.386,1.186,2.798,15.841
1987-12-19,,0.378,0.791,2.305,17.02
1987-12-20,,0.321,0.901,2.37,17.272
1987-12-21,,0.247,2.614,2.06,16.543
1987-12-22,,0.184,2.212,2.859,16.493
1987-12-23,,0.146,0.774,2.293,15.955
1987-12-24,,0.12,6.642,3.594,15.361
1987-12-25,,0.112,2.324,2.536,13.127
1987-12-26,,0.128,4.267,2.225,14.187
1987-12-27,,0.179,1.412,0.606,14.732
1987-12-28,,0.229,1.242,-0.225,13.145
1987-12-29,,0.273,0.689,0.471,14.195
1987-12-30,,0.271,1.799,1.921,13.634
1987-12-31,,0.23,3.271,2.447,14.672
1988-01-01,,0.225,4.571,2.659,15.853
1988-01-02,,0.198,2.336,2.02,15.798
1988-01-03,,0.185,3.81,3.025,15.69
1988-01-04,,0.183,6.185,3.383,14.888
1988-01-05,,0.192,4.646,3.543,14.855
1988-01-06,,0.21,5.312,3.481,14.162
1988-01-07,,0.234,3.139,3.851,13.544
1988-01-08,,0.247,2.606,4.059,16.047
1988-01-09,,0.249,4.947,4.011,15.257
1988-01-10,,0.248,6.753,4.421,13.9
1988-01-11,,0.241,5.476,4.131,14.03
1988-01-12,,0.251,4.894,3.489,14.249
1988-01-13,,0.283,7.463,3.18,12.74
1988-01-14,,0.347,3.494,3.281,14.571
1988-01-15,,0.439,5.336,3.337,12.365
1988-01-16,,0.534,7.647,3.696,12.456
1988-01-17,,0.619,10.681,3.159,10.709
1988-01-18,,0.765,7.649,2.832,10.367
1988-01-19,,1.004,4.301,3.254,12.914
1988-01-20,,1.215,7.361,2.383,13.19
1988-01-21,,1.377,7.487,2.942,12.642
1988-01-22,,1.523,7.149,3.238,12.524
1988-01-23,,1.576,6.58,3.494,12.201
1988-01-24,,1.603,4.446,2.825,11.273
1988-01-25,,1.627,5.022,3.192,11.473
1988-01-26,,1.64,4.538,3.331,13.058
1988-01-27,,1.635,2.405,3.552,13.182
1988-01-28,,1.619,2.318,3.735,13.184
1988-01-29,,1.603,1.297,3.252,13.846
1988-01-30,,1.578,0.726,1.562,13.557
1988-01-31,,1.533,2.292,2.06,13.838
1988-02-01,,1.358,3.269,3.132,13.672
1988-02-02,,1.256,4.372,3.314,14.168
1988-02-03,,1.165,5.21,3.461,13.618
1988-02-04,,1.084,8.2,3.76,13.695
1988-02-05,,1.022,2.692,3.425,13.243
1988-02-06,,0.995,2.076,3.091,15.257
1988-02-07,,1.011,1.046,3.723,16.059
1988-02-08,,0.994,1.136,4.056,16.755
1988-02-09,,0.909,1.747,3.644,16.245
1988-02-10,,0.779,3.235,4.165,13.488
1988-02-11,,0.671,4.485,2.349,14.177
1988-02-12,,0.599,3.673,1.494,15.824
1988-02-13,,0.559,4.436,2.649,15.467
1988-02-14,,0.552,10.286,3.233,13.991
1988-02-15,,0.589,5.413,2.252,12.478
1988-02-16,,0.672,2.329,2.364,14.434
1988-02-17,,0.787,1.08,2.038,15.854
1988-02-18,,0.876,2.525,2.298,15.318
1988-02-19,,0.868,4.557,0.676,13.922
1988-02-20,,0.783,3.644,2.276,14.755
1988-02-21,,0.712,2.513,1.977,14.766
1988-02-22,,0.67,0.829,2.762,14.858
1988-02-23,,0.646,0.402,2.734,15.823
1988-02-24,,0.637,0.171,1.536,16.393
1988-02-25,,0.604,0.112,1.54,15.942
1988-02-26,,0.549,0.55,0.693,14.71
1988-02-27,,0.476,1.3,1.145,14.946
1988-02-28,,0.391,2.011,1.442,14.212
1988-02-29,,0.327,0.62,2.151,14.485
1988-03-01,,0.364,0.089,0.803,14.609
1988-03-02,,0.333,0.271,0.518,13.819
1988-03-03,,0.314,1.409,2.174,13.679
1988-03-04,,0.307,0.854,2.457,14.9
1988-03-05,,0.319,1.618,3.461,15.536
1988-03-06,,0.374,1.814,3.142,14.623
1988-03-07,,0.449,4.059,3.924,12.699
1988-03-08,,0.524,3.504,3.743,13.054
1988-03-09,,0.617,3.75,3.731,13.095
1988-03-10,,0.732,4.189,2.957,12.728
1988-03-11,,0.946,3.532,2.895,14.126
1988-03-12,,1.186,4.157,2.947,11.638
1988-03-13,,1.421,5.453,3.219,11.675
1988-03-14,,1.577,1.888,2.603,11.513
1988-03-15,,1.667,3.838,2.666,11.548
1988-03-16,,1.729,4.169,1.815,12.835
1988-03-17,,1.769,5.182,2.647,10.748
1988-03-18,,1.723,2.397,2.406,12.885
1988-03-19,,1.652,2.286,2.871,13.478
1988-03-20,,1.573,2.033,2.908,13.153
1988-03-21,,1.5,1.04,3.333,14.187
1988-03-22,,1.438,1.632,3.554,14.363
1988-03-23,,1.341,1.459,3.549,14.948
1988-03-24,,1.243,2.767,3.652,13.008
1988-03-25,,1.169,1.577,3.421,13.418
1988-03-26,,1.112,2.366,3.192,14.164
1988-03-27,,1.088,1.373,3.107,13.678
1988-03-28,,1.08,2.183,3.258,13.895
1988-03-29,,1.078,2.242,4.098,13.773
1988-03-30,,1.082,3.333,3.622,12.432
1988-03-31,,1.09,1.84,2.827,12.804
1988-04-01,,1.042,6.712,2.762,12.091
1988-04-02,,1.084,1.721,2.459,12.426
1988-04-03,,1.131,8.725,2.92,12.399
1988-04-04,,1.234,4.136,1.265,12.129
1988-04-05,,1.411,4.902,2.128,11.495
1988-04-06,,1.587,7.043,2.541,12.818
1988-04-07,,1.709,4.439,1.689,12.509
1988-04-08,,1.797,1.155,2.397,14.696
1988-04-09,,1.83,4.547,3.233,11.217
1988-04-10,,1.794,1.645,1.641,14.127
1988-04-11,,1.709,3.385,2.854,13.645
1988-04-12,,1.611,0.753,2.142,13.789
1988-04-13,,1.504,0.448,-0.169,13.783
1988-04-14,,1.382,5.825,1.162,11.607
1988-04-15,,1.239,0.274,0.272,13.821
1988-04-16,,1.118,0.518,-0.525,14.314
1988-04-17,,1.019,1.365,1.45,13.464
1988-04-18,,0.909,0.227,0.243,14.252
1988-04-19,,0.821,0.791,-1.198,15.114
1988-04-20,,0.733,1.196,2.142,13.864
1988-04-21,,0.69,1.815,0.378,14.901
1988-04-22,,0.626,1.195,-0.458,13.714
1988-04-23,,0.587,1.37,0.017,14.326
1988-04-24,,0.552,3.054,1.539,12.789
1988-04-25,,0.527,1.542,0.485,13.67
1988-04-26,,0.515,3.802,2.207,12.582
1988-04-27,,0.513,2.288,0.03,13.882
1988-04-28,,0.535,1.585,0.872,12.65
1988-04-29,,0.584,1.061,-0.989,12.824
1988-04-30,,0.627,0.844,0.162,14.1
1988-05-01,,0.656,0.306,-0.791,14.17
1988-05-02,,0.645,1.616,-1.671,14.829
1988-05-03,,0.616,0.944,-1.156,14.651
1988-05-04,,0.592,0.483,-0.928,14.013
1988-05-05,,0.584,0.506,-0.783,13.858
1988-05-06,,0.583,0.861,-1.89,13.797
1988-05-07,,0.572,1.195,-1.268,13.714
1988-05-08,,0.544,2.448,0.158,11.944
1988-05-09,,0.527,4.733,0.605,12.485
1988-05-10,,0.538,1.45,-1.937,11.892
1988-05-11,,0.6,0.0,-3.377,13.363
1988-05-12,,0.688,0.0,-5.05,14.395
1988-05-13,,0.734,0.0,-3.827,13.485
1988-05-14,,0.728,0.0,-3.968,14.179
1988-05-15,,0.68,0.0,-4.809,13.319
1988-05-16,,0.6,0.097,-4.648,13.934
1988-05-17,,0.527,0.266,-4.71,14.327
1988-05-18,,0.442,0.037,-4.836,14.326
1988-05-19,,0.38,0.116,-3.564,14.897
1988-05-20,,0.334,0.578,-3.022,13.612
1988-05-21,,0.3,0.482,-1.992,13.19
1988-05-22,,0.28,0.027,-1.47,13.513
1988-05-23,,0.263,0.004,-1.16,13.559
1988-05-24,,0.25,0.106,-2.774,14.521
1988-05-25,,0.246,0.195,-3.381,14.229
1988-05-26,,0.239,0.314,-3.006,13.478
1988-05-27,,0.236,1.288,-1.891,13.575
1988-05-28,,0.235,0.594,0.004,13.119
1988-05-29,,0.247,0.114,-3.29,13.587
1988-05-30,,0.278,0.223,-8.546,13.719
1988-05-31,,0.304,0.001,-6.912,13.394
1988-06-01,,0.331,0.054,-8.03,13.613
1988-06-02,,0.326,0.0,-7.922,14.252
1988-06-03,,0.303,0.007,-7.403,13.492
1988-06-04,,0.28,0.025,-6.167,12.472
1988-06-05,,0.258,0.0,-6.554,12.993
1988-06-06,,0.238,0.013,-6.937,13.153
1988-06-07,,0.218,0.004,-7.93,13.489
1988-06-08,,0.203,0.008,-7.274,13.168
1988-06-09,,0.191,0.007,-6.889,12.1
1988-06-10,,0.181,0.002,-7.469,12.903
1988-06-11,,0.174,0.002,-8.648,13.121
1988-06-12,,0.167,0.0,-9.643,13.196
1988-06-13,,0.162,0.012,-9.173,13.624
1988-06-14,,0.16,0.014,-7.59,13.45
1988-06-15,,0.157,0.011,-7.364,13.743
1988-06-16,,0.153,0.001,-8.098,12.889
1988-06-17,,0.152,0.071,-8.866,12.762
1988-06-18,,0.148,0.06,-7.482,12.623
1988-06-19,,0.145,0.009,-5.578,14.227
1988-06-20,,0.143,0.0,-7.174,15.652
1988-06-21,,0.141,0.002,-7.787,15.938
1988-06-22,,0.138,0.003,-7.745,15.192
1988-06-23,,0.135,0.003,-8.843,14.791
1988-06-24,,0.133,0.1,-7.263,14.832
1988-06-25,,0.131,0.002,-6.066,14.511
1988-06-26,,0.129,0.344,-6.765,14.656
1988-06-27,,0.128,0.004,-5.665,14.549
1988-06-28,,0.126,0.038,-3.995,14.041
1988-06-29,,0.124,0.0,-6.855,14.677
1988-06-30,,0.122,0.0,-5.586,15.042
1988-07-01,,0.125,0.0,-5.497,14.925
1988-07-02,,0.122,0.003,-6.022,15.391
1988-07-03,,0.119,0.0,-7.374,14.788
1988-07-04,,0.117,0.0,-8.271,14.149
1988-07-05,,0.114,0.062,-7.126,14.688
1988-07-06,,0.113,0.163,-7.417,14.235
1988-07-07,,0.112,0.034,-6.647,14.201
1988-07-08,,0.111,0.0,-5.765,14.556
1988-07-09,,0.109,0.0,-5.976,14.744
1988-07-10,,0.108,0.0,-6.204,14.797
1988-07-11,,0.106,0.0,-7.242,13.458
1988-07-12,,0.105,0.0,-7.849,13.841
1988-07-13,,0.104,0.0,-10.338,14.262
1988-07-14,,0.103,0.013,-9.731,14.626
1988-07-15,,0.102,0.0,-9.09,14.497
1988-07-16,,0.101,0.001,-8.704,14.988
1988-07-17,,0.1,0.0,-9.387,14.26
1988-07-18,,0.099,0.0,-9.529,13.793
1988-07-19,,0.098,0.0,-10.275,13.362
1988-07-20,,0.096,0.008,-8.014,12.231
1988-07-21,,0.095,0.0,-7.96,13.215
1988-07-22,,0.093,0.002,-7.916,12.735
1988-07-23,,0.092,0.053,-8.043,12.175
1988-07-24,,0.092,0.017,-4.764,12.245
1988-07-25,,0.091,0.004,-5.777,12.661
1988-07-26,,0.091,0.0,-6.051,12.582
1988-07-27,,0.091,0.001,-7.497,14.039
1988-07-28,,0.09,0.0,-6.842,15.176
1988-07-29,,0.09,0.0,-6.925,14.717
1988-07-30,,0.09,0.0,-6.787,15.12
1988-07-31,,0.089,0.0,-7.17,15.159
1988-08-01,,0.083,0.0,-5.904,15.281
1988-08-02,,0.082,0.0,-4.969,15.795
1988-08-03,,0.081,0.0,-4.899,15.81
1988-08-04,,0.08,0.0,-6.237,16.811
1988-08-05,,0.079,0.0,-5.436,16.637
1988-08-06,,0.077,0.039,-6.25,16.958
1988-08-07,,0.077,0.032,-6.193,16.132
1988-08-08,,0.076,0.023,-5.571,16.211
1988-08-09,,0.076,0.007,-5.691,15.414
1988-08-10,,0.075,0.002,-6.667,15.748
1988-08-11,,0.075,0.0,-7.023,16.234
1988-08-12,,0.074,0.078,-8.835,15.538
1988-08-13,,0.074,0.0,-8.015,15.565
1988-08-14,,0.074,0.001,-5.523,15.642
1988-08-15,,0.074,0.001,-6.592,15.902
1988-08-16,,0.074,0.001,-4.753,14.946
1988-08-17,,0.074,0.001,-3.468,14.821
1988-08-18,,0.074,0.0,-5.712,15.062
1988-08-19,,0.073,0.0,-6.966,15.789
1988-08-20,,0.072,0.0,-8.535,16.092
1988-08-21,,0.072,0.016,-8.217,16.168
1988-08-22,,0.071,0.005,-6.013,15.245
1988-08-23,,0.07,0.001,-6.979,16.879
1988-08-24,,0.07,0.052,-6.717,17.8
1988-08-25,,0.069,0.0,-8.095,17.36
1988-08-26,,0.068,0.0,-7.633,17.237
1988-08-27,,0.067,0.001,-6.421,16.546
1988-08-28,,0.067,0.012,-5.602,16.035
1988-08-29,,0.066,0.036,-5.212,15.477
1988-08-30,,0.066,0.008,-6.321,16.571
1988-08-31,,0.066,0.005,-4.883,16.615
1988-09-01,,0.057,0.0,-5.739,16.343
1988-09-02,,0.057,0.002,-3.964,14.529
1988-09-03,,0.057,0.603,-2.463,14.841
1988-09-04,,0.057,0.681,-1.375,14.605
1988-09-05,,0.059,0.273,-0.948,13.882
1988-09-06,,0.066,0.154,-0.209,15.629
1988-09-07,,0.072,0.04,-1.486,15.395
1988-09-08,,0.076,0.012,-2.416,15.668
1988-09-09,,0.077,0.016,-4.484,15.811
1988-09-10,,0.076,0.003,-3.108,16.686
1988-09-11,,0.074,0.182,-2.748,16.07
1988-09-12,,0.071,0.24,-2.761,16.744
1988-09-13,,0.069,0.183,-2.732,16.993
1988-09-14,,0.066,0.325,-2.513,16.611
1988-09-15,,0.063,1.168,-0.088,12.348
1988-09-16,,0.06,0.054,-1.388,13.903
1988-09-17,,0.059,0.007,-7.313,14.215
1988-09-18,,0.058,0.109,-5.085,14.521
1988-09-19,,0.058,0.401,-2.899,14.468
1988-09-20,,0.058,0.026,-3.49,15.023
1988-09-21,,0.058,0.13,-2.41,16.821
1988-09-22,,0.058,0.377,-2.891,17.585
1988-09-23,,0.058,1.219,-1.564,16.091
1988-09-24,,0.057,0.412,0.946,15.611
1988-09-25,,0.057,0.243,0.636,14.857
1988-09-26,,0.058,0.645,0.468,15.807
1988-09-27,,0.058,1.134,-1.373,15.543
1988-09-28,,0.059,0.411,-0.398,15.447
1988-09-29,,0.06,0.003,-4.801,16.314
1988-09-30,,0.064,0.114,-6.433,16.253
1988-10-01,,0.055,0.001,-4.485,17.024
1988-10-02,,0.054,0.009,-2.733,16.861
1988-10-03,,0.053,0.323,-0.731,16.355
1988-10-04,,0.052,0.432,-0.362,16.048
1988-10-05,,0.052,0.111,0.195,14.918
1988-10-06,,0.053,2.249,0.695,13.56
1988-10-07,,0.055,2.119,-0.138,11.54
1988-10-08,,0.062,2.009,0.039,11.975
1988-10-09,,0.073,1.923,-1.865,11.734
1988-10-10,,0.085,0.828,-1.12,11.35
1988-10-11,,0.093,2.401,-1.288,13.755
1988-10-12,,0.099,0.352,-4.456,16.663
1988-10-13,,0.101,1.085,-1.049,15.801
1988-10-14,,0.097,1.021,-1.48,16.6
1988-10-15,,0.092,1.419,-2.555,17.415
1988-10-16,,0.086,0.03,-1.986,16.501
1988-10-17,,0.08,0.001,-2.613,16.387
1988-10-18,,0.072,0.066,-2.801,17.374
1988-10-19,,0.067,0.063,-2.396,18.413
1988-10-20,,0.06,0.137,-1.652,18.28
1988-10-21,,0.056,0.234,-0.962,17.498
1988-10-22,,0.053,0.967,1.213,16.837
1988-10-23,,0.05,0.153,0.402,18.424
1988-10-24,,0.048,1.026,0.451,17.473
1988-10-25,,0.047,0.864,-0.805,17.977
1988-10-26,,0.047,2.345,0.599,17.748
1988-10-27,,0.048,2.395,2.139,14.027
1988-10-28,,0.048,0.494,-0.653,16.35
1988-10-29,,0.048,0.401,-3.28,17.824
1988-10-30,,0.048,0.551,-0.685,17.838
1988-10-31,,0.047,1.086,1.55,17.464
1988-11-01,,0.038,0.803,2.265,15.748
1988-11-02,,0.037,0.222,0.006,15.622
1988-11-03,,0.037,0.241,0.889,15.629
1988-11-04,,0.038,0.027,1.243,16.456
1988-11-05,,0.039,0.11,-0.753,16.771
1988-11-06,,0.039,0.223,-1.886,15.139
1988-11-07,,0.039,0.166,-0.584,14.539
1988-11-08,,0.039,0.112,-0.484,15.289
1988-11-09,,0.038,0.202,-1.166,15.78
1988-11-10,,0.038,0.016,-2.43,15.765
1988-11-11,,0.037,0.34,-1.737,15.865
1988-11-12,,0.036,1.202,-0.697,16.348
1988-11-13,,0.034,1.189,-0.995,16.042
1988-11-14,,0.033,2.039,0.028,16.338
1988-11-15,,0.033,1.213,0.619,15.437
1988-11-16,,0.035,1.433,-0.395,15.552
1988-11-17,,0.037,0.825,-1.108,16.742
1988-11-18,,0.039,0.365,-0.162,17.268
1988-11-19,,0.039,0.015,-0.934,18.085
1988-11-20,,0.039,0.238,-2.476,16.725
1988-11-21,,0.038,0.373,-0.955,18.086
1988-11-22,,0.036,0.608,-0.459,15.497
1988-11-23,,0.033,2.071,0.723,15.409
1988-11-24,,0.032,0.605,-1.211,16.375
1988-11-25,,0.033,0.532,-0.968,17.601
1988-11-26,,0.036,0.162,-0.007,18.021
1988-11-27,,0.037,0.345,-0.284,16.422
1988-11-28,,0.037,0.497,1.221,16.102
1988-11-29,,0.037,0.336,-0.397,16.591
1988-11-30,,0.035,1.484,-0.321,15.485
1988-12-01,,0.029,3.289,0.554,15.007
1988-12-02,,0.03,4.858,-0.515,14.642
1988-12-03,,0.032,0.503,-0.608,15.244
1988-12-04,,0.034,1.771,-0.278,15.515
1988-12-05,,0.037,4.689,-0.415,14.371
1988-12-06,,0.039,3.663,-0.458,13.078
1988-12-07,,0.042,0.108,-0.779,15.811
1988-12-08,,0.045,0.042,-1.745,16.528
1988-12-09,,0.046,1.274,-0.646,16.208
1988-12-10,,0.045,2.123,1.231,14.274
1988-12-11,,0.042,0.728,0.72,14.543
1988-12-12,,0.039,0.712,0.761,14.947
1988-12-13,,0.035,1.066,0.016,15.701
1988-12-14,,0.033,1.895,0.953,14.22
1988-12-15,,0.033,6.673,2.834,14.432
1988-12-16,,0.034,8.072,1.056,10.676
1988-12-17,,0.046,3.964,1.825,12.843
1988-12-18,,0.065,0.432,0.27,14.894
1988-12-19,,0.078,2.093,2.02,14.17
1988-12-20,,0.09,1.593,2.395,12.909
1988-12-21,,0.098,1.338,2.461,13.062
1988-12-22,,0.103,1.069,0.988,12.974
1988-12-23,,0.105,2.21,2.234,13.984
1988-12-24,,0.104,1.559,3.242,11.839
1988-12-25,,0.102,3.009,1.27,10.876
1988-12-26,,0.102,11.132,2.136,11.35
1988-12-27,,0.105,6.036,1.479,12.899
1988-12-28,,0.116,5.365,1.235,11.543
1988-12-29,,0.145,9.771,1.709,9.973
1988-12-30,,0.183,5.544,1.107,11.657
1988-12-31,,0.236,4.552,2.157,11.103
1989-01-01,,0.368,6.84,1.642,11.795
1989-01-02,,0.498,6.494,1.892,11.19
1989-01-03,,0.59,6.181,2.324,11.809
1989-01-04,,0.643,4.869,2.177,12.206
1989-01-05,,0.667,3.593,2.259,12.81
1989-01-06,,0.668,5.68,2.266,13.298
1989-01-07,,0.655,12.446,1.719,12.525
1989-01-08,,0.637,5.074,0.572,12.637
1989-01-09,,0.622,4.244,0.484,11.87
1989-01-10,,0.616,4.976,1.993,10.727
1989-01-11,,0.615,1.985,2.141,10.889
1989-01-12,,0.616,1.368,1.535,11.742
1989-01-13,,0.615,1.591,2.448,12.542
1989-01-14,,0.591,2.248,1.781,13.36
1989-01-15,,0.546,3.109,2.43,13.92
1989-01-16,,0.479,0.938,1.781,13.663
1989-01-17,,0.407,2.404,1.609,13.504
1989-01-18,,0.343,1.69,2.234,12.499
1989-01-19,,0.301,1.921,1.618,13.559
1989-01-20,,0.273,1.616,2.086,13.94
1989-01-21,,0.266,4.969,2.701,12.562
1989-01-22,,0.263,3.905,2.617,13.45
1989-01-23,,0.266,6.689,2.501,12.456
1989-01-24,,0.293,5.724,3.232,13.557
1989-01-25,,0.351,4.572,2.447,13.563
1989-01-26,,0.445,6.814,1.843,12.007
1989-01-27,,0.531,16.202,1.584,9.504
1989-01-28,,0.6,2.423,0.613,12.686
1989-01-29,,0.704,3.093,0.956,12.318
1989-01-30,,0.857,3.31,1.71,11.788
1989-01-31,,0.976,0.99,1.536,12.403
1989-02-01,,0.953,2.115,2.225,12.154
1989-02-02,,0.93,5.472,2.242,12.203
1989-02-03,,0.882,5.317,2.449,11.605
1989-02-04,,0.857,5.327,2.527,10.845
1989-02-05,,0.885,3.782,2.433,12.405
1989-02-06,,1.0,3.335,2.425,12.265
1989-02-07,,1.129,8.34,2.454,13.231
1989-02-08,,1.243,8.853,2.462,11.006
1989-02-09,,1.327,4.658,2.455,11.676
1989-02-10,,1.402,1.297,1.825,11.643
1989-02-11,,1.441,0.741,2.259,13.378
